Language,original
str_cfgvehicles_waterpouch_colorbase0,Leather Bottle
str_cfgvehicles_waterbottle1,"A reusable bottle. Even though it originally contained spring water, it can contain various liquids."
str_cfgvehicles_waterbottle0,Plastic Bottle
str_cfgvehicles_vodka1,"$UNT$Bottle is semi heavy. Less then 1 liter volume. On the cover of the bottle I can see Vodka, hmm..."
str_cfgvehicles_vodka0,$UNT$Glass Bottle
str_cfgvehicles_sodacan_spite1,"Caffeine-free soft drink with lots of sugar. Not as popular as other soft drinks, for some reason."
str_cfgvehicles_sodacan_spite0,Spite Lemonade
str_cfgvehicles_sodacan_pipsi1,Caffeinated soft drink with lots of sugar and cola taste. Definitely tastes better than the competing brand.
str_cfgvehicles_sodacan_pipsi0,Pipsi Cola
str_cfgvehicles_sodacan_kvass1,"Fermented drink, not quite a beer. It is not easy to get drunk on these, due to lower alcohol content."
str_cfgvehicles_sodacan_kvass0,Mad Monk Kvass
str_cfgvehicles_sodacan_empty1,$UNT$Empty Can
str_cfgvehicles_sodacan_empty0,$UNT$Empty Can
str_cfgvehicles_sodacan_colorbase_useractions_cancelaction1,$UNT$Cancel current action
str_cfgvehicles_sodacan_colorbase_useractions_cancelaction0,$UNT$Cancel current action
str_cfgvehicles_sodacan_cola1,Caffeinated soft drink with lots of sugar and cola taste. Definitely tastes better than the competing brand.
str_cfgvehicles_sodacan_cola0,Nota Cola
str_cfgvehicles_riverwater_useractions_cancelaction1,$UNT$Cancel current action
str_cfgvehicles_riverwater_useractions_cancelaction0,$UNT$Cancel current action
str_cfgvehicles_canteen1,A reusable plastic bottle used by military and campers. Can be filled with various liquids.
str_cfgvehicles_canteen0,Canteen
str_zucchini1,This zucchini is just ripe enough to make a fine meal if cooked. It can also be eaten raw.
str_zucchini0,Zucchini
str_worm1,"May have been famous once. Nowadays, it can be used as fishing bait, or eaten in an emergency."
str_worm0,Earthworm
str_wolfsteakmeat1,"A chunk of wolf meat. Not very tasty, like most predator meat, and very veiny. Can be eaten in a pinch, preferably cooked."
str_wolfsteakmeat0,Wolf Steak
str_tunacan_opened_useractions_forcefeed1,$UNT$Force Feed
str_tunacan_opened_useractions_forcefeed0,$UNT$Force Feed
str_tunacan_opened_useractions_eatall1,$UNT$$STR_USERACTIONS_EATALL
str_tunacan_opened_useractions_eatall0,$UNT$$STR_USERACTIONS_EATALL
str_tunacan_opened1,$UNT$A nutritious and long-lasted can of tuna. Will last two to five years depending on storage conditions.
str_tunacan_opened0,$UNT$Canned Tuna
str_tunacan1,"A can of tuna. If unopened, it will last two to five years depending on storage conditions."
str_tunacan0,Canned Tuna
str_tomato1,"A tomato. If we leave the fruit-vegetable debate aside, it is still tasty and edible, either raw, or cooked."
str_tomato0,Tomato
str_tacticalbaconcan_opened_useractions_forcefeed1,$UNT$Force Feed
str_tacticalbaconcan_opened_useractions_forcefeed0,$UNT$Force Feed
str_tacticalbaconcan_opened_useractions_eatall1,$UNT$$STR_USERACTIONS_EATALL
str_tacticalbaconcan_opened_useractions_eatall0,$UNT$$STR_USERACTIONS_EATALL
str_tacticalbaconcan_opened1,$UNT$Smoke flavor added. Fully cooked! Delicious canned bacon lasts over 10 years.
str_tacticalbaconcan_opened0,$UNT$Canned Tactical Bacon
str_tacticalbaconcan1,"A can of bacon. Smoke flavor added! Fully cooked! Delicious! Unopened, it lasts over 10 years."
str_tacticalbaconcan0,Canned Bacon
str_spaghettican_opened_useractions_forcefeed1,$UNT$Force Feed
str_spaghettican_opened_useractions_forcefeed0,$UNT$Force Feed
str_spaghettican_opened_useractions_eatall1,$UNT$$STR_USERACTIONS_EATALL
str_spaghettican_opened_useractions_eatall0,$UNT$$STR_USERACTIONS_EATALL
str_spaghettican_opened1,$UNT$A nutritious and long-lasting can of spaghetti that can be opened with a can opener. Will last two to five years depending on storage conditions.
str_spaghettican_opened0,$UNT$Canned Spaghetti
str_spaghettican1,"A can of nutritious and long-lasting spaghetti. If unopened, it will last two to five years depending on storage conditions."
str_spaghettican0,Canned Spaghetti
str_slicedpumpkin1,"Pieces of pumpkin. Ready for cooking or immediate consumption, if you are in a hurry."
str_slicedpumpkin0,Pumpkin Slices
str_sheepsteakmeat1,"A piece of sheep meat. While the strong ""sheepy"" taste can deter some, others may find it delicious, if cooked properly."
str_sheepsteakmeat0,Mutton Steak
str_sardinescan_opened_useractions_forcefeed1,$UNT$Force Feed
str_sardinescan_opened_useractions_forcefeed0,$UNT$Force Feed
str_sardinescan_opened_useractions_eatall1,$UNT$$STR_USERACTIONS_EATALL
str_sardinescan_opened_useractions_eatall0,$UNT$$STR_USERACTIONS_EATALL
str_sardinescan_opened1,"$UNT$A common type of fish consumed by humans, as sardines are rich in nutrients. They are commonly served in cans, but fresh sardines are also often grilled, pickled or smoked."
str_sardinescan_opened0,$UNT$Canned Sardines
str_sardinescan1,"A can of sardines. If unopened, it will last two to five years depending on storage conditions."
str_sardinescan0,Canned Sardines
str_sardines1,"Small salt-water fish. If you have a bunch of them, you can even get a full meal's worth."
str_sardines0,Sardines
str_sambucusberry1,"Sweet, tart and earthy-tasting berries. Can be eaten, may leave blue-colored juice all over."
str_sambucusberry0,Elderberries
str_rabbitlegmeat1,$UNT$A piece of a rabbit leg.
str_rabbitlegmeat0,$UNT$Rabbit Leg
str_pumpkin1,"A large pumpkin, pride of any gardener. Can be sliced for consumption or further preparation."
str_pumpkin0,Pumpkin
str_psilocybemushroom1,"Commonly known as ""shrooms"". Its lack of nutritions is balanced by strong hallucinogenic properties."
str_psilocybemushroom0,Liberty Cap
str_potato1,"An ordinary, garden variety potato. Can be re-planted to grow even more potatoes."
str_potato0,Potato
str_plum1,"Soft plum. Slightly overripe, but still edible."
str_plum0,Plum
str_pigsteakmeat1,"A pork steak. Mundane to some, but the classic is a classic for a reason. Tastes better cooked."
str_pigsteakmeat0,Pork Steak
str_pear1,"Ripe pear. Not overly nutritious, but very sweet and tasty."
str_pear0,Pear
str_peachescan_opened_useractions_forcefeed1,$UNT$Force Feed
str_peachescan_opened_useractions_forcefeed0,$UNT$Force Feed
str_peachescan_opened_useractions_eatall1,$UNT$$STR_USERACTIONS_EATALL
str_peachescan_opened_useractions_eatall0,$UNT$$STR_USERACTIONS_EATALL
str_peachescan_opened1,$UNT$A tin can filled with skinned halves of peaches without cores. Includes sweet sauce.
str_peachescan_opened0,$UNT$Canned Peaches
str_peachescan1,A tin can filled with skinned halves of peaches without cores. Includes sweet sauce.
str_peachescan0,Canned Peaches
str_orange1,$UNT$An orange.
str_orange0,$UNT$Orange
str_mouflonsteakmeat1,$UNT$A piece of a mouflon steak.
str_mouflonsteakmeat0,$UNT$Mouflon Steak
str_macrolepiotamushroom1,"Tall, fleshy mushroom. Very tasty when cooked."
str_macrolepiotamushroom0,Parasol Mushroom
str_mackerelfilletmeat1,"A piece of mackerel. This medium-sized salt-water fish has sweet and tangy meat, tastes best lightly cooked."
str_mackerelfilletmeat0,Mackerel Fillet
str_mackerel1,"A pelagic fish, living in salty waters."
str_mackerel0,Mackerel
str_lard1,"A chunk of fat, good for cooking purposes. It can catch fire quickly, though."
str_lard0,Fat
str_lactariusmushroom1,"Brittle mushroom, filled with milky fluid. Surprisingly tasty."
str_lactariusmushroom0,Red Pine Mushroom
str_kiwi1,$UNT$A kiwi.
str_kiwi0,$UNT$Kiwi
str_humansteakmeat1,"A piece of human flesh. It can be eaten in a pinch, if you have a stomach for it and no moral scruples."
str_humansteakmeat0,Human Steak
str_greenbellpepper1,"Bell pepper, green variety. Has plenty of nutrients and vitamins, and can be used for cooking."
str_greenbellpepper0,Pepper
str_goatsteakmeat1,"A chunk of goat meat, tough and smelly. Can probably be eaten, if you know how to cook and hold your breath."
str_goatsteakmeat0,Chevon Steak
str_foxsteakmeat1,$UNT$A piece of a fox steak.
str_foxsteakmeat0,$UNT$Fox Steak
str_deersteakmeat1,"A chunk of meat from a deer. Tougher, darker meat, it can be quite tasty, once prepared."
str_deersteakmeat0,Venison Steak
str_cowsteakmeat1,"A piece of beef. Locally sourced, lean and delicious, once properly prepared."
str_cowsteakmeat0,Beef Steak
str_chickenbreastmeat1,"A piece of chicken meat. Unsurprisingly, it tastes like a chicken, once cooked."
str_chickenbreastmeat0,Chicken Steak
str_cfgvehicles_smallguts_useractions_forcefeed0,$UNT$Force feed
str_cfgvehicles_smallguts_useractions_eatall1,$UNT$Eat All
str_cfgvehicles_smallguts_useractions_eatall0,$UNT$Eat All
str_cfgvehicles_smallguts_useractions_eat0,$UNT$Eat
str_cfgvehicles_smallguts1,$UNT$Small pile of guts.
str_cfgvehicles_smallguts0,$UNT$Small Guts
str_cfgvehicles_rice_useractions_eatall1,$UNT$$STR_USERACTIONS_EATALL
str_cfgvehicles_rice_useractions_eatall0,$UNT$$STR_USERACTIONS_EATALL
str_cfgvehicles_rice_useractions_eat0,$UNT$$STR_USERACTIONS_EAT_RAWRICE
str_cfgvehicles_rice1,"A bag of long-grained rice, usually consumed when cooked with water. Conveniently packaged for easier preparation."
str_cfgvehicles_rice0,Rice
str_cfgvehicles_powderedmilk_useractions_forcefeed0,$UNT$$STR_USERACTIONS_FEED_POWDEREDMILK
str_cfgvehicles_powderedmilk_useractions_eatall1,$UNT$$STR_USERACTIONS_EATALL
str_cfgvehicles_powderedmilk_useractions_eatall0,$UNT$$STR_USERACTIONS_EATALL
str_cfgvehicles_powderedmilk_useractions_eat0,$UNT$$STR_USERACTIONS_EAT_POWDEREDMILK
str_cfgvehicles_powderedmilk1,"Dried cow milk. It has a remarkably long shelf life, and is very nutritious. It can also be eaten, but is somewhat dehydrating."
str_cfgvehicles_powderedmilk0,Powdered Milk
str_cfgvehicles_marmalade_useractions_eatall1,$UNT$$STR_USERACTIONS_EATALL
str_cfgvehicles_marmalade_useractions_eatall0,$UNT$$STR_USERACTIONS_EATALL
str_cfgvehicles_marmalade_useractions_eat0,$UNT$Eat
str_cfgvehicles_marmalade1,"A small bottle of strawberry jam. A little piece of summer, saved for a rainy autumn day."
str_cfgvehicles_marmalade0,Strawberry Jam
str_cfgvehicles_guts_useractions_restraintarget1,$UNT$Tie up
str_cfgvehicles_guts_useractions_restraintarget0,$UNT$Tie up
str_cfgvehicles_guts_useractions_forcefeed0,$UNT$Force feed
str_cfgvehicles_guts_useractions_eatall1,$UNT$Eat All
str_cfgvehicles_guts_useractions_eatall0,$UNT$Eat All
str_cfgvehicles_guts_useractions_eat0,$UNT$Eat
str_cfgvehicles_guts1,Assorted entrails. Their previous user does not need them anymore.
str_cfgvehicles_guts0,Guts
str_cfgvehicles_boxcerealcrunchin_useractions_eatall1,$UNT$$STR_USERACTIONS_EATALL
str_cfgvehicles_boxcerealcrunchin_useractions_eatall0,$UNT$$STR_USERACTIONS_EATALL
str_cfgvehicles_boxcerealcrunchin_useractions_eat0,$UNT$$STR_USERACTIONS_FORCEFEED_RAWCEREAL
str_cfgvehicles_boxcerealcrunchin1,"Crunchin' Crisps, delicious breakfast cereal made from highly processed grains, sugar, vitamins and trace amounts of hydrogenated petroleum."
str_cfgvehicles_boxcerealcrunchin0,Cereals
str_carpfilletmeat1,"Fillet from a carp fish. Can be either quite bland, or quite delicious, depending on your personal taste."
str_carpfilletmeat0,Carp Fillet
str_carp1,"A freshwater fish, living in ponds all around the place."
str_carp0,Carp
str_cannabis1,$UNT$A cannabis.
str_cannabis0,$UNT$Cannabis
str_caninaberry1,"Tart and slightly bitter-tasting berries. Can be eaten, may leave red-colored juice all over."
str_caninaberry0,Rose Hips
str_boarsteakmeat1,"A chunk of boar meat. Tough and dark meat, slightly reminiscent of pork, once cooked."
str_boarsteakmeat0,Boar Steak
str_bearsteakmeat1,$UNT$A piece of a bear steak.
str_bearsteakmeat0,$UNT$Bear Steak
str_banana1,$UNT$A banana.
str_banana0,$UNT$Banana
str_bakedbeanscan_opened_useractions_forcefeed1,$UNT$Force Feed
str_bakedbeanscan_opened_useractions_forcefeed0,$UNT$Force Feed
str_bakedbeanscan_opened_useractions_eatall1,$UNT$$STR_USERACTIONS_EATALL
str_bakedbeanscan_opened_useractions_eatall0,$UNT$$STR_USERACTIONS_EATALL
str_bakedbeanscan_opened1,$UNT$A nutritious and long-lasted can of baked beans that can be opened with a can opener. Will last two to five years depending on storage conditions.
str_bakedbeanscan_opened0,$UNT$Canned Baked Beans
str_bakedbeanscan1,"A can of nutritious and long-lasting baked beans. If unopened, it will last two to five years depending on storage conditions."
str_bakedbeanscan0,Canned Baked Beans
str_auriculariamushroom1,Rubbery mushroom. Usually found on tree trunks or rotting wood.
str_auriculariamushroom0,Wood Ear
str_apple1,"An ordinary ripe apple. It is still firm, delicious, and worm-free."
str_apple0,Apple
str_amanitamushroom1,"Notorious, mildly poisonous mushroom. It is still edible, but quite disgusting."
str_amanitamushroom0,Fly Amanita
str_agaricusmushroom1,"Fleshy mushroom. A little bland on its own, but filling nonetheless."
str_agaricusmushroom0,Field Mushroom
str_boletusmushroom0,Penny Bun
str_boletusmushroom1,"Mushroom of choice, it can be made even tastier by cooking."
str_pleurotusmushroom0,Oyster Mushroom
str_pleurotusmushroom1,"Small cluster of rubbery mushrooms. Tough, but tasty, if properly prepared."
str_cfgvehicles_vitaminbottle_useractions_forcefeed1,$UNT$$STR_USERACTIONS_FORCEFEED
str_cfgvehicles_vitaminbottle_useractions_forcefeed0,$UNT$$STR_USERACTIONS_FEED_VITAMINS
str_cfgvehicles_vitaminbottle_useractions_forcedrink1,$UNT$$STR_USERACTIONS_FORCEDRINK
str_cfgvehicles_vitaminbottle_useractions_forcedrink0,$UNT$$STR_USERACTIONS_FORCEDRINK
str_cfgvehicles_vitaminbottle_useractions_consume1,$UNT$$STR_USERACTIONS_CONSUME
str_cfgvehicles_vitaminbottle_useractions_consume0,$UNT$$STR_USERACTIONS_CONSUME_VITAMINS
str_cfgvehicles_vitaminbottle_useractions_cancelaction1,$UNT$Cancel current action
str_cfgvehicles_vitaminbottle_useractions_cancelaction0,$UNT$Cancel current action
str_cfgvehicles_vitaminbottle1,"A small bottle with pills that covers a wide spectrum of vitamins, that strengthen your immune system."
str_cfgvehicles_vitaminbottle0,Multivitamin Pills
str_cfgvehicles_thermometer_useractions_measuretarget1,$UNT$Use on
str_cfgvehicles_thermometer_useractions_measuretarget0,$UNT$Measure temperature
str_cfgvehicles_thermometer_useractions_measureself1,$UNT$Use
str_cfgvehicles_thermometer_useractions_measureself0,$UNT$Measure own temperature
str_cfgvehicles_thermometer_useractions_cancelaction1,$UNT$Cancel current action
str_cfgvehicles_thermometer_useractions_cancelaction0,$UNT$Cancel current action
str_cfgvehicles_thermometer1,Glass thermometer filled with mercury. Can be used to help with diagnosis if feeling under the weather.
str_cfgvehicles_thermometer0,Medical Thermometer
str_cfgvehicles_tetracyclineantibiotics_useractions_forcefeed1,$UNT$$STR_USERACTIONS_FORCEFEED
str_cfgvehicles_tetracyclineantibiotics_useractions_forcefeed0,$UNT$$STR_USERACTIONS_FEED_TETRACYCLINE
str_cfgvehicles_tetracyclineantibiotics_useractions_consume1,$UNT$$STR_USERACTIONS_CONSUME
str_cfgvehicles_tetracyclineantibiotics_useractions_consume0,$UNT$$STR_USERACTIONS_CONSUME_TETRACYCLINE
